kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,satuan,kecamatan,puskesmas,jenis_kelamin,penderita_dbd,year,data_origin
32,JAWA BARAT,3273,KOTA BANDUNG,3273040,32.73.17,BOJONGLOA KIDUL,ORANG,BOJONGLOA KIDUL,UPT KOPO,LAKI-LAKI,34,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273040,32.73.17,BOJONGLOA KIDUL,ORANG,BOJONGLOA KIDUL,UPT KOPO,PEREMPUAN,50,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273080,32.73.21,BANDUNG KIDUL,ORANG,BANDUNG KIDUL,UPT KUJANGSARI,LAKI-LAKI,38,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273080,32.73.21,BANDUNG KIDUL,ORANG,BANDUNG KIDUL,UPT KUJANGSARI,PEREMPUAN,36,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273090,32.73.22,BUAHBATU,ORANG,BUAHBATU,UPT MARGAHAYU RAYA,LAKI-LAKI,67,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273090,32.73.22,BUAHBATU,ORANG,BUAHBATU,UPT MARGAHAYU RAYA,PEREMPUAN,64,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273220,32.73.18,CIBEUNYING KALER,ORANG,CIBEUNYING KALER,UPT NEGLASARI,LAKI-LAKI,50,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273220,32.73.18,CIBEUNYING KALER,ORANG,CIBEUNYING KALER,UPT NEGLASARI,PEREMPUAN,62,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273210,32.73.14,CIBEUNYING KIDUL,ORANG,CIBEUNYING KIDUL,UPT PADASUKA,LAKI-LAKI,119,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273210,32.73.14,CIBEUNYING KIDUL,ORANG,CIBEUNYING KIDUL,UPT PADASUKA,PEREMPUAN,103,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273050,32.73.10,ASTANA ANYAR,ORANG,ASTANAANYAR,UPT PAGARSIH,LAKI-LAKI,43,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273050,32.73.10,ASTANA ANYAR,ORANG,ASTANAANYAR,UPT PAGARSIH,PEREMPUAN,47,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273111,32.73.28,PANYILEUKAN,ORANG,PANYILEUKAN,UPT PANGHEGAR,LAKI-LAKI,19,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273111,32.73.28,PANYILEUKAN,ORANG,PANYILEUKAN,UPT PANGHEGAR,PEREMPUAN,29,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273190,32.73.06,CICENDO,ORANG,CICENDO,UPT PASIRKALIKI,LAKI-LAKI,44,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273190,32.73.06,CICENDO,ORANG,CICENDO,UPT PASIRKALIKI,PEREMPUAN,49,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273060,32.73.11,REGOL,ORANG,REGOL,UPT PASUNDAN,LAKI-LAKI,38,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273060,32.73.11,REGOL,ORANG,REGOL,UPT PASUNDAN,PEREMPUAN,42,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273230,32.73.02,COBLONG,ORANG,COBLONG,UPT PUTER,LAKI-LAKI,104,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273230,32.73.02,COBLONG,ORANG,COBLONG,UPT PUTER,PEREMPUAN,83,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273101,32.73.27,GEDEBAGE,ORANG,GEDEBAGE,UPT RIUNG BANDUNG,LAKI-LAKI,33,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273101,32.73.27,GEDEBAGE,ORANG,GEDEBAGE,UPT RIUNG BANDUNG,PEREMPUAN,23,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273200,32.73.09,BANDUNG WETAN,ORANG,BANDUNG WETAN,UPT SALAM,LAKI-LAKI,23,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273200,32.73.09,BANDUNG WETAN,ORANG,BANDUNG WETAN,UPT SALAM,PEREMPUAN,12,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT SINDANGJAYA,LAKI-LAKI,50,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT SINDANGJAYA,PEREMPUAN,45,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273240,32.73.07,SUKAJADI,ORANG,SUKAJADI,UPT SUKAJADI,LAKI-LAKI,51,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273240,32.73.07,SUKAJADI,ORANG,SUKAJADI,UPT SUKAJADI,PEREMPUAN,44,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273250,32.73.01,SUKASARI,ORANG,SUKASARI,UPT SUKARASA,LAKI-LAKI,53,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273250,32.73.01,SUKASARI,ORANG,SUKASARI,UPT SUKARASA,PEREMPUAN,34,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273070,32.73.13,LENGKONG,ORANG,LENGKONG,UPT TALAGABODAS,LAKI-LAKI,52,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273070,32.73.13,LENGKONG,ORANG,LENGKONG,UPT TALAGABODAS,PEREMPUAN,38,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273170,32.73.19,SUMUR BANDUNG,ORANG,SUMUR BANDUNG,UPT TAMBLONG,LAKI-LAKI,24,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273170,32.73.19,SUMUR BANDUNG,ORANG,SUMUR BANDUNG,UPT TAMBLONG,PEREMPUAN,17,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273120,32.73.26,UJUNGBERUNG,ORANG,UJUNG BERUNG,UPT UJUNGBERUNG INDAH,LAKI-LAKI,31,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273120,32.73.26,UJUNGBERUNG,ORANG,UJUNG BERUNG,UPT UJUNGBERUNG INDAH,PEREMPUAN,50,2018,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273160,32.73.12,BATUNUNGGAL,ORANG,BATUNUNGGAL,UPT AHMAD YANI,LAKI-LAKI,13,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273160,32.73.12,BATUNUNGGAL,ORANG,BATUNUNGGAL,UPT AHMAD YANI,PEREMPUAN,18,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273141,32.73.20,ANTAPANI,ORANG,ANTAPANI,UPT ANTAPANI,LAKI-LAKI,32,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273141,32.73.20,ANTAPANI,ORANG,ANTAPANI,UPT ANTAPANI,PEREMPUAN,32,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273130,32.73.24,ARCAMANIK,ORANG,ARCAMANIK,UPT ARCAMANIK,LAKI-LAKI,56,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273130,32.73.24,ARCAMANIK,ORANG,ARCAMANIK,UPT ARCAMANIK,PEREMPUAN,51,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273050,32.73.10,ASTANA ANYAR,ORANG,ASTANAANYAR,UPT ASTANAANYAR,LAKI-LAKI,10,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273050,32.73.10,ASTANA ANYAR,ORANG,ASTANAANYAR,UPT ASTANAANYAR,PEREMPUAN,11,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273150,32.73.16,KIARACONDONG,ORANG,KIARACONDONG,UPT BABAKAN SURABAYA,LAKI-LAKI,32,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273150,32.73.16,KIARACONDONG,ORANG,KIARACONDONG,UPT BABAKAN SURABAYA,PEREMPUAN,28,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273030,32.73.04,BOJONGLOA KALER,ORANG,BOJONGLOA KALER,UPT BABAKAN TAROGONG,LAKI-LAKI,16,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273030,32.73.04,BOJONGLOA KALER,ORANG,BOJONGLOA KALER,UPT BABAKAN TAROGONG,PEREMPUAN,10,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273150,32.73.16,KIARACONDONG,ORANG,KIARACONDONG,UPT BABAKANSARI,LAKI-LAKI,116,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273150,32.73.16,KIARACONDONG,ORANG,KIARACONDONG,UPT BABAKANSARI,PEREMPUAN,132,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273180,32.73.05,ANDIR,ORANG,ANDIR,UPT BABATAN,LAKI-LAKI,12,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273180,32.73.05,ANDIR,ORANG,ANDIR,UPT BABATAN,PEREMPUAN,10,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273170,32.73.19,SUMUR BANDUNG,ORANG,SUMUR BANDUNG,UPT BALAIKOTA,LAKI-LAKI,5,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273170,32.73.19,SUMUR BANDUNG,ORANG,SUMUR BANDUNG,UPT BALAIKOTA,PEREMPUAN,10,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273020,32.73.03,BABAKAN CIPARAY,ORANG,BABAKAN CIPARAY,UPT CARINGIN,LAKI-LAKI,23,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273020,32.73.03,BABAKAN CIPARAY,ORANG,BABAKAN CIPARAY,UPT CARINGIN,PEREMPUAN,22,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273101,32.73.27,GEDEBAGE,ORANG,GEDEBAGE,UPT CEMPAKA ARUM,LAKI-LAKI,15,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273101,32.73.27,GEDEBAGE,ORANG,GEDEBAGE,UPT CEMPAKA ARUM,PEREMPUAN,19,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273030,32.73.04,BOJONGLOA KALER,ORANG,BOJONGLOA KALER,UPT CETARIP,LAKI-LAKI,46,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273030,32.73.04,BOJONGLOA KALER,ORANG,BOJONGLOA KALER,UPT CETARIP,PEREMPUAN,43,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273040,32.73.17,BOJONGLOA KIDUL,ORANG,BOJONGLOA KIDUL,UPT CIBADUYUT KIDUL,LAKI-LAKI,2,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273040,32.73.17,BOJONGLOA KIDUL,ORANG,BOJONGLOA KIDUL,UPT CIBADUYUT KIDUL,PEREMPUAN,3,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273040,32.73.17,BOJONGLOA KIDUL,ORANG,BOJONGLOA KIDUL,UPT CIBADUYUT WETAN,LAKI-LAKI,6,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273040,32.73.17,BOJONGLOA KIDUL,ORANG,BOJONGLOA KIDUL,UPT CIBADUYUT WETAN,PEREMPUAN,9,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273110,32.73.25,CIBIRU,ORANG,CIBIRU,UPT CIBIRU,LAKI-LAKI,29,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273110,32.73.25,CIBIRU,ORANG,CIBIRU,UPT CIBIRU,PEREMPUAN,11,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273020,32.73.03,BABAKAN CIPARAY,ORANG,BABAKAN CIPARAY,UPT CIBOLERANG,LAKI-LAKI,16,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273020,32.73.03,BABAKAN CIPARAY,ORANG,BABAKAN CIPARAY,UPT CIBOLERANG,PEREMPUAN,12,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273010,32.73.15,BANDUNG KULON,ORANG,BANDUNG KULON,UPT CIBUNTU,LAKI-LAKI,10,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273010,32.73.15,BANDUNG KULON,ORANG,BANDUNG KULON,UPT CIBUNTU,PEREMPUAN,18,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273220,32.73.18,CIBEUNYING KALER,ORANG,CIBEUNYING KALER,UPT CIGADUNG,LAKI-LAKI,40,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273220,32.73.18,CIBEUNYING KALER,ORANG,CIBEUNYING KALER,UPT CIGADUNG,PEREMPUAN,32,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273010,32.73.15,BANDUNG KULON,ORANG,BANDUNG KULON,UPT CIGONDEWAH,LAKI-LAKI,14,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273010,32.73.15,BANDUNG KULON,ORANG,BANDUNG KULON,UPT CIGONDEWAH,PEREMPUAN,14,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273070,32.73.13,LENGKONG,ORANG,LENGKONG,UPT CIJAGRA BARU,LAKI-LAKI,16,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273070,32.73.13,LENGKONG,ORANG,LENGKONG,UPT CIJAGRA BARU,PEREMPUAN,11,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273070,32.73.13,LENGKONG,ORANG,LENGKONG,UPT CIJAGRA LAMA,LAKI-LAKI,33,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273070,32.73.13,LENGKONG,ORANG,LENGKONG,UPT CIJAGRA LAMA,PEREMPUAN,20,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273010,32.73.15,BANDUNG KULON,ORANG,BANDUNG KULON,UPT CIJERAH,LAKI-LAKI,21,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273010,32.73.15,BANDUNG KULON,ORANG,BANDUNG KULON,UPT CIJERAH,PEREMPUAN,17,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273230,32.73.02,COBLONG,ORANG,COBLONG,UPT CIKUTRA LAMA,LAKI-LAKI,30,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273230,32.73.02,COBLONG,ORANG,COBLONG,UPT CIKUTRA LAMA,PEREMPUAN,21,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273110,32.73.25,CIBIRU,ORANG,CIBIRU,UPT CILENGKRANG,LAKI-LAKI,15,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273110,32.73.25,CIBIRU,ORANG,CIBIRU,UPT CILENGKRANG,PEREMPUAN,11,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273121,32.73.29,CINAMBO,ORANG,CINAMBO,UPT CINAMBO,LAKI-LAKI,37,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273121,32.73.29,CINAMBO,ORANG,CINAMBO,UPT CINAMBO,PEREMPUAN,33,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273110,32.73.25,CIBIRU,ORANG,CIBIRU,UPT CIPADUNG,LAKI-LAKI,54,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273110,32.73.25,CIBIRU,ORANG,CIBIRU,UPT CIPADUNG,PEREMPUAN,53,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273260,32.73.08,CIDADAP,ORANG,CIDADAP,UPT CIPAKU,LAKI-LAKI,12,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273260,32.73.08,CIDADAP,ORANG,CIDADAP,UPT CIPAKU,PEREMPUAN,6,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273100,32.73.23,RANCASARI,ORANG,RANCASARI,UPT CIPAMOKOLAN,LAKI-LAKI,46,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273100,32.73.23,RANCASARI,ORANG,RANCASARI,UPT CIPAMOKOLAN,PEREMPUAN,44,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273260,32.73.08,CIDADAP,ORANG,CIDADAP,UPT CIUMBULEUIT,LAKI-LAKI,55,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273260,32.73.08,CIDADAP,ORANG,CIDADAP,UPT CIUMBULEUIT,PEREMPUAN,44,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273230,32.73.02,COBLONG,ORANG,COBLONG,UPT DAGO,LAKI-LAKI,66,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273230,32.73.02,COBLONG,ORANG,COBLONG,UPT DAGO,PEREMPUAN,49,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273100,32.73.23,RANCASARI,ORANG,RANCASARI,UPT DERWATI,LAKI-LAKI,31,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273100,32.73.23,RANCASARI,ORANG,RANCASARI,UPT DERWATI,PEREMPUAN,22,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273180,32.73.05,ANDIR,ORANG,ANDIR,UPT GARUDA,LAKI-LAKI,25,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273180,32.73.05,ANDIR,ORANG,ANDIR,UPT GARUDA,PEREMPUAN,31,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT GIRIMANDE,LAKI-LAKI,5,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT GIRIMANDE,PEREMPUAN,5,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273141,32.73.20,ANTAPANI,ORANG,ANTAPANI,UPT GRIYA ANTAPANI,LAKI-LAKI,44,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273141,32.73.20,ANTAPANI,ORANG,ANTAPANI,UPT GRIYA ANTAPANI,PEREMPUAN,29,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273160,32.73.12,BATUNUNGGAL,ORANG,BATUNUNGGAL,UPT GUMURUH,LAKI-LAKI,45,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273160,32.73.12,BATUNUNGGAL,ORANG,BATUNUNGGAL,UPT GUMURUH,PEREMPUAN,45,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273160,32.73.12,BATUNUNGGAL,ORANG,BATUNUNGGAL,UPT IBRAHIM ADJIE,LAKI-LAKI,34,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273160,32.73.12,BATUNUNGGAL,ORANG,BATUNUNGGAL,UPT IBRAHIM ADJIE,PEREMPUAN,38,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273141,32.73.20,ANTAPANI,ORANG,ANTAPANI,UPT JAJAWAY,LAKI-LAKI,42,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273141,32.73.20,ANTAPANI,ORANG,ANTAPANI,UPT JAJAWAY,PEREMPUAN,34,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT JATIHANDAP,LAKI-LAKI,14,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT JATIHANDAP,PEREMPUAN,21,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273250,32.73.01,SUKASARI,ORANG,SUKASARI,UPT KARANGSETRA,LAKI-LAKI,30,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273250,32.73.01,SUKASARI,ORANG,SUKASARI,UPT KARANGSETRA,PEREMPUAN,24,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273040,32.73.17,BOJONGLOA KIDUL,ORANG,BOJONGLOA KIDUL,UPT KOPO,LAKI-LAKI,46,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273040,32.73.17,BOJONGLOA KIDUL,ORANG,BOJONGLOA KIDUL,UPT KOPO,PEREMPUAN,48,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273080,32.73.21,BANDUNG KIDUL,ORANG,BANDUNG KIDUL,UPT KUJANG SARI,LAKI-LAKI,51,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273080,32.73.21,BANDUNG KIDUL,ORANG,BANDUNG KIDUL,UPT KUJANG SARI,PEREMPUAN,41,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273250,32.73.01,SUKASARI,ORANG,SUKASARI,UPT LEDENG,LAKI-LAKI,13,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273250,32.73.01,SUKASARI,ORANG,SUKASARI,UPT LEDENG,PEREMPUAN,12,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273050,32.73.10,ASTANA ANYAR,ORANG,ASTANAANYAR,UPT LIOGENTENG,LAKI-LAKI,4,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273050,32.73.10,ASTANA ANYAR,ORANG,ASTANAANYAR,UPT LIOGENTENG,PEREMPUAN,2,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT MANDALA MEKAR,LAKI-LAKI,11,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT MANDALA MEKAR,PEREMPUAN,12,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273090,32.73.22,BUAHBATU,ORANG,BUAHBATU,UPT MARGAHAYU RAYA,LAKI-LAKI,64,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273090,32.73.22,BUAHBATU,ORANG,BUAHBATU,UPT MARGAHAYU RAYA,PEREMPUAN,54,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273080,32.73.21,BANDUNG KIDUL,ORANG,BANDUNG KIDUL,UPT MENGGER,LAKI-LAKI,5,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273080,32.73.21,BANDUNG KIDUL,ORANG,BANDUNG KIDUL,UPT MENGGER,PEREMPUAN,9,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273060,32.73.11,REGOL,ORANG,REGOL,UPT MOCH. RAMDAN,LAKI-LAKI,24,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273060,32.73.11,REGOL,ORANG,REGOL,UPT MOCH. RAMDAN,PEREMPUAN,33,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273220,32.73.18,CIBEUNYING KALER,ORANG,CIBEUNYING KALER,UPT NEGLASARI,LAKI-LAKI,29,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273220,32.73.18,CIBEUNYING KALER,ORANG,CIBEUNYING KALER,UPT NEGLASARI,PEREMPUAN,24,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273210,32.73.14,CIBEUNYING KIDUL,ORANG,CIBEUNYING KIDUL,UPT PADASUKA,LAKI-LAKI,70,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273210,32.73.14,CIBEUNYING KIDUL,ORANG,CIBEUNYING KIDUL,UPT PADASUKA,PEREMPUAN,47,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273050,32.73.10,ASTANA ANYAR,ORANG,ASTANAANYAR,UPT PAGARSIH,LAKI-LAKI,12,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273050,32.73.10,ASTANA ANYAR,ORANG,ASTANAANYAR,UPT PAGARSIH,PEREMPUAN,11,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273030,32.73.04,BOJONGLOA KALER,ORANG,BOJONGLOA KALER,UPT PAKIRARKIR,LAKI-LAKI,18,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273030,32.73.04,BOJONGLOA KALER,ORANG,BOJONGLOA KALER,UPT PAKIRARKIR,PEREMPUAN,17,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT PAMULANG,LAKI-LAKI,8,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT PAMULANG,PEREMPUAN,8,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273111,32.73.28,PANYILEUKAN,ORANG,PANYILEUKAN,UPT PANGHEGAR,LAKI-LAKI,25,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273111,32.73.28,PANYILEUKAN,ORANG,PANYILEUKAN,UPT PANGHEGAR,PEREMPUAN,21,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273111,32.73.28,PANYILEUKAN,ORANG,PANYILEUKAN,UPT PANYILEUKAN,LAKI-LAKI,17,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273111,32.73.28,PANYILEUKAN,ORANG,PANYILEUKAN,UPT PANYILEUKAN,PEREMPUAN,14,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273080,32.73.21,BANDUNG KIDUL,ORANG,BANDUNG KIDUL,UPT PASAWAHAN,LAKI-LAKI,2,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273080,32.73.21,BANDUNG KIDUL,ORANG,BANDUNG KIDUL,UPT PASAWAHAN,PEREMPUAN,2,2019,real_bandung_reference
