region,region_type,province,latitude,longitude,year,month,date_month,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,weather_source,rainfall_lag_1,rainfall_lag_2,humidity_lag_1,temperature_lag_1,temperature_lag_2
KABUPATEN BOGOR,kabupaten,JAWA BARAT,-6.595,106.8166,2020,2,2020-02-01,24.94,30.44,21.4,89.33,20.87,NASA_POWER,12.47,10.71,86.82,25.24,25.98
KABUPATEN BOGOR,kabupaten,JAWA BARAT,-6.595,106.8166,2020,3,2020-03-01,25.19,29.83,21.68,89.12,14.66,NASA_POWER,20.87,12.47,89.33,24.94,25.24
KABUPATEN BOGOR,kabupaten,JAWA BARAT,-6.595,106.8166,2020,4,2020-04-01,25.34,30.62,20.97,88.37,8.59,NASA_POWER,14.66,20.87,89.12,25.19,24.94
KABUPATEN BOGOR,kabupaten,JAWA BARAT,-6.595,106.8166,2020,5,2020-05-01,25.44,30.29,21.88,89.1,7.52,NASA_POWER,8.59,14.66,88.37,25.34,25.19
KABUPATEN BOGOR,kabupaten,JAWA BARAT,-6.595,106.8166,2020,6,2020-06-01,24.92,29.71,20.36,87.83,2.35,NASA_POWER,7.52,8.59,89.1,25.44,25.34
KABUPATEN BOGOR,kabupaten,JAWA BARAT,-6.595,106.8166,2020,7,2020-07-01,24.54,29.63,18.69,84.78,2.88,NASA_POWER,2.35,7.52,87.83,24.92,25.44
KABUPATEN BOGOR,kabupaten,JAWA BARAT,-6.595,106.8166,2020,8,2020-08-01,24.92,30.95,18.3,83.91,1.84,NASA_POWER,2.88,2.35,84.78,24.54,24.92
KABUPATEN BOGOR,kabupaten,JAWA BARAT,-6.595,106.8166,2020,9,2020-09-01,25.18,30.68,19.76,82.75,4.99,NASA_POWER,1.84,2.88,83.91,24.92,24.54
KABUPATEN BOGOR,kabupaten,JAWA BARAT,-6.595,106.8166,2020,10,2020-10-01,25.14,31.29,21.45,86.05,9.87,NASA_POWER,4.99,1.84,82.75,25.18,24.92
KABUPATEN BOGOR,kabupaten,JAWA BARAT,-6.595,106.8166,2020,11,2020-11-01,25.23,31.36,21.17,85.88,6.78,NASA_POWER,9.87,4.99,86.05,25.14,25.18
KABUPATEN BOGOR,kabupaten,JAWA BARAT,-6.595,106.8166,2020,12,2020-12-01,24.24,29.08,20.89,89.07,7.38,NASA_POWER,6.78,9.87,85.88,25.23,25.14
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2015,1,2015-01-01,26.43,29.36,24.28,85.04,13.1,NASA_POWER,13.1,13.1,85.04,26.43,26.43
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2015,2,2015-02-01,26.42,29.69,24.23,84.88,19.72,NASA_POWER,13.1,19.72,85.04,26.43,26.42
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2015,3,2015-03-01,26.95,30.71,24.47,83.36,9.76,NASA_POWER,19.72,13.1,84.88,26.42,26.43
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2015,4,2015-04-01,27.31,30.98,25.0,83.08,6.42,NASA_POWER,9.76,19.72,83.36,26.95,26.42
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2015,5,2015-05-01,27.48,30.61,24.27,82.22,2.79,NASA_POWER,6.42,9.76,83.08,27.31,26.95
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2015,6,2015-06-01,27.25,30.46,23.9,80.28,2.39,NASA_POWER,2.79,6.42,82.22,27.48,27.31
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2015,7,2015-07-01,26.6,30.11,23.14,80.76,0.8,NASA_POWER,2.39,2.79,80.28,27.25,27.48
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2015,8,2015-08-01,26.84,31.46,22.89,77.82,0.83,NASA_POWER,0.8,2.39,80.76,26.6,27.25
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2015,9,2015-09-01,27.64,32.82,23.27,72.24,0.44,NASA_POWER,0.83,0.8,77.82,26.84,26.6
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2015,10,2015-10-01,28.5,33.48,24.46,71.74,0.83,NASA_POWER,0.44,0.83,72.24,27.64,26.84
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2015,11,2015-11-01,28.65,33.15,25.58,75.36,5.05,NASA_POWER,0.83,0.44,71.74,28.5,27.64
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2015,12,2015-12-01,27.71,31.05,24.91,81.15,8.01,NASA_POWER,5.05,0.83,75.36,28.65,28.5
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2016,1,2016-01-01,27.9,31.65,24.85,81.97,6.63,NASA_POWER,8.01,5.05,81.15,27.71,28.65
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2016,2,2016-02-01,27.28,30.98,24.99,84.81,19.22,NASA_POWER,6.63,8.01,81.97,27.9,27.71
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2016,3,2016-03-01,27.83,30.9,25.74,84.59,11.5,NASA_POWER,19.22,6.63,84.81,27.28,27.9
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2016,4,2016-04-01,27.91,30.47,25.83,84.69,6.43,NASA_POWER,11.5,19.22,84.59,27.83,27.28
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2016,5,2016-05-01,28.08,30.8,25.33,83.6,4.06,NASA_POWER,6.43,11.5,84.69,27.91,27.83
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2016,6,2016-06-01,27.63,30.73,24.82,81.17,4.86,NASA_POWER,4.06,6.43,83.6,28.08,27.91
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2016,7,2016-07-01,27.39,30.27,24.59,81.9,5.52,NASA_POWER,4.86,4.06,81.17,27.63,28.08
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2016,8,2016-08-01,27.35,30.39,23.66,79.41,6.08,NASA_POWER,5.52,4.86,81.9,27.39,27.63
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2016,9,2016-09-01,27.34,30.6,24.91,82.4,8.42,NASA_POWER,6.08,5.52,79.41,27.35,27.39
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2016,10,2016-10-01,26.85,30.46,24.69,84.41,7.02,NASA_POWER,8.42,6.08,82.4,27.34,27.35
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2016,11,2016-11-01,27.15,29.77,25.03,83.79,9.39,NASA_POWER,7.02,8.42,84.41,26.85,27.34
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2016,12,2016-12-01,26.98,29.77,24.87,84.26,5.07,NASA_POWER,9.39,7.02,83.79,27.15,26.85
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2017,1,2017-01-01,26.76,30.18,24.93,85.25,10.77,NASA_POWER,5.07,9.39,84.26,26.98,27.15
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2017,2,2017-02-01,26.58,29.16,24.74,86.62,23.89,NASA_POWER,10.77,5.07,85.25,26.76,26.98
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2017,3,2017-03-01,27.06,29.84,24.79,83.59,7.16,NASA_POWER,23.89,10.77,86.62,26.58,26.76
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2017,4,2017-04-01,27.1,30.44,25.0,85.27,7.59,NASA_POWER,7.16,23.89,83.59,27.06,26.58
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2017,5,2017-05-01,27.7,30.89,24.68,82.48,6.7,NASA_POWER,7.59,7.16,85.27,27.1,27.06
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2017,6,2017-06-01,27.1,30.4,24.38,83.63,5.47,NASA_POWER,6.7,7.59,82.48,27.7,27.1
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2017,7,2017-07-01,26.94,30.03,23.41,81.21,3.9,NASA_POWER,5.47,6.7,83.63,27.1,27.7
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2017,8,2017-08-01,26.8,30.05,23.39,79.07,1.12,NASA_POWER,3.9,5.47,81.21,26.94,27.1
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2017,9,2017-09-01,27.3,31.37,23.88,78.76,3.11,NASA_POWER,1.12,3.9,79.07,26.8,26.94
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2017,10,2017-10-01,27.71,31.49,24.95,81.3,6.18,NASA_POWER,3.11,1.12,78.76,27.3,26.8
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2017,11,2017-11-01,27.61,31.23,24.96,82.15,10.52,NASA_POWER,6.18,3.11,81.3,27.71,27.3
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2017,12,2017-12-01,26.97,30.43,24.64,84.15,9.32,NASA_POWER,10.52,6.18,82.15,27.61,27.71
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2018,1,2018-01-01,26.89,29.84,24.91,84.24,6.66,NASA_POWER,9.32,10.52,84.15,26.97,27.61
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2018,2,2018-02-01,26.61,29.2,24.6,85.65,17.62,NASA_POWER,6.66,9.32,84.24,26.89,26.97
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2018,3,2018-03-01,27.23,30.51,24.89,82.61,10.94,NASA_POWER,17.62,6.66,85.65,26.61,26.89
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2018,4,2018-04-01,27.7,30.7,25.31,82.66,9.03,NASA_POWER,10.94,17.62,82.61,27.23,26.61
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2018,5,2018-05-01,27.73,30.8,24.94,82.7,2.61,NASA_POWER,9.03,10.94,82.66,27.7,27.23
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2018,6,2018-06-01,27.34,30.58,24.11,81.58,3.21,NASA_POWER,2.61,9.03,82.7,27.73,27.7
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2018,7,2018-07-01,26.66,30.1,22.54,76.07,0.18,NASA_POWER,3.21,2.61,81.58,27.34,27.73
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2018,8,2018-08-01,26.73,30.57,22.78,75.8,0.9,NASA_POWER,0.18,3.21,76.07,26.66,27.34
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2018,9,2018-09-01,27.33,31.44,23.45,75.02,2.46,NASA_POWER,0.9,0.18,75.8,26.73,26.66
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2018,10,2018-10-01,28.2,32.58,25.2,75.84,3.62,NASA_POWER,2.46,0.9,75.02,27.33,26.73
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2018,11,2018-11-01,27.82,32.6,25.26,80.05,7.26,NASA_POWER,3.62,2.46,75.84,28.2,27.33
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2018,12,2018-12-01,27.38,31.44,24.78,81.65,6.5,NASA_POWER,7.26,3.62,80.05,27.82,28.2
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2019,1,2019-01-01,27.23,30.51,24.95,83.93,12.85,NASA_POWER,6.5,7.26,81.65,27.38,27.82
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2019,2,2019-02-01,27.48,30.43,25.21,82.62,8.25,NASA_POWER,12.85,6.5,83.93,27.23,27.38
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2019,3,2019-03-01,27.38,30.66,24.85,82.73,9.81,NASA_POWER,8.25,12.85,82.62,27.48,27.23
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2019,4,2019-04-01,28.08,31.25,25.47,82.81,7.82,NASA_POWER,9.81,8.25,82.73,27.38,27.48
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2019,5,2019-05-01,28.08,30.9,25.54,81.44,4.96,NASA_POWER,7.82,9.81,82.81,28.08,27.38
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2019,6,2019-06-01,27.41,30.72,23.69,78.69,1.71,NASA_POWER,4.96,7.82,81.44,28.08,28.08
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2019,7,2019-07-01,26.76,30.17,23.01,77.96,1.18,NASA_POWER,1.71,4.96,78.69,27.41,28.08
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2019,8,2019-08-01,26.57,30.44,22.18,75.81,0.38,NASA_POWER,1.18,1.71,77.96,26.76,27.41
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2019,9,2019-09-01,27.5,32.4,22.41,72.92,0.24,NASA_POWER,0.38,1.18,75.81,26.57,26.76
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2019,10,2019-10-01,28.4,34.2,23.93,72.32,2.57,NASA_POWER,0.24,0.38,72.92,27.5,26.57
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2019,11,2019-11-01,28.67,34.38,24.44,73.16,3.61,NASA_POWER,2.57,0.24,72.32,28.4,27.5
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2019,12,2019-12-01,28.22,32.49,25.67,78.99,9.23,NASA_POWER,3.61,2.57,73.16,28.67,28.4
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2020,1,2020-01-01,27.44,30.24,25.18,84.33,15.38,NASA_POWER,9.23,3.61,78.99,28.22,28.67
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2020,2,2020-02-01,27.28,30.49,25.36,85.99,19.29,NASA_POWER,15.38,9.23,84.33,27.44,28.22
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2020,3,2020-03-01,27.61,30.26,25.47,84.68,12.12,NASA_POWER,19.29,15.38,85.99,27.28,27.44
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2020,4,2020-04-01,27.9,31.4,25.44,83.39,7.38,NASA_POWER,12.12,19.29,84.68,27.61,27.28
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2020,5,2020-05-01,27.9,30.54,25.77,84.77,6.55,NASA_POWER,7.38,12.12,83.39,27.9,27.61
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2020,6,2020-06-01,27.4,30.61,25.17,83.49,2.83,NASA_POWER,6.55,7.38,84.77,27.9,27.9
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2020,7,2020-07-01,27.08,30.19,23.9,81.62,3.47,NASA_POWER,2.83,6.55,83.49,27.4,27.9
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2020,8,2020-08-01,27.13,30.49,23.28,81.88,3.91,NASA_POWER,3.47,2.83,81.62,27.08,27.4
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2020,9,2020-09-01,27.43,30.75,24.36,80.29,4.66,NASA_POWER,3.91,3.47,81.88,27.13,27.08
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2020,10,2020-10-01,27.35,30.96,25.01,82.36,6.81,NASA_POWER,4.66,3.91,80.29,27.43,27.13
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2020,11,2020-11-01,27.61,31.12,24.82,82.17,5.14,NASA_POWER,6.81,4.66,82.36,27.35,27.43
KABUPATEN KEPULAUAN SERIBU,kabupaten,DKI JAKARTA,-5.7985,106.5072,2020,12,2020-12-01,26.75,29.74,24.79,85.47,8.48,NASA_POWER,5.14,6.81,82.17,27.61,27.35
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2015,1,2015-01-01,26.43,29.36,24.28,85.04,13.1,NASA_POWER,13.1,13.1,85.04,26.43,26.43
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2015,2,2015-02-01,26.42,29.69,24.23,84.88,19.72,NASA_POWER,13.1,19.72,85.04,26.43,26.42
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2015,3,2015-03-01,26.95,30.71,24.47,83.36,9.76,NASA_POWER,19.72,13.1,84.88,26.42,26.43
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2015,4,2015-04-01,27.31,30.98,25.0,83.08,6.42,NASA_POWER,9.76,19.72,83.36,26.95,26.42
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2015,5,2015-05-01,27.48,30.61,24.27,82.22,2.79,NASA_POWER,6.42,9.76,83.08,27.31,26.95
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2015,6,2015-06-01,27.25,30.46,23.9,80.28,2.39,NASA_POWER,2.79,6.42,82.22,27.48,27.31
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2015,7,2015-07-01,26.6,30.11,23.14,80.76,0.8,NASA_POWER,2.39,2.79,80.28,27.25,27.48
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2015,8,2015-08-01,26.84,31.46,22.89,77.82,0.83,NASA_POWER,0.8,2.39,80.76,26.6,27.25
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2015,9,2015-09-01,27.64,32.82,23.27,72.24,0.44,NASA_POWER,0.83,0.8,77.82,26.84,26.6
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2015,10,2015-10-01,28.5,33.48,24.46,71.74,0.83,NASA_POWER,0.44,0.83,72.24,27.64,26.84
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2015,11,2015-11-01,28.65,33.15,25.58,75.36,5.05,NASA_POWER,0.83,0.44,71.74,28.5,27.64
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2015,12,2015-12-01,27.71,31.05,24.91,81.15,8.01,NASA_POWER,5.05,0.83,75.36,28.65,28.5
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2016,1,2016-01-01,27.9,31.65,24.85,81.97,6.63,NASA_POWER,8.01,5.05,81.15,27.71,28.65
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2016,2,2016-02-01,27.28,30.98,24.99,84.81,19.22,NASA_POWER,6.63,8.01,81.97,27.9,27.71
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2016,3,2016-03-01,27.83,30.9,25.74,84.59,11.5,NASA_POWER,19.22,6.63,84.81,27.28,27.9
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2016,4,2016-04-01,27.91,30.47,25.83,84.69,6.43,NASA_POWER,11.5,19.22,84.59,27.83,27.28
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2016,5,2016-05-01,28.08,30.8,25.33,83.6,4.06,NASA_POWER,6.43,11.5,84.69,27.91,27.83
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2016,6,2016-06-01,27.63,30.73,24.82,81.17,4.86,NASA_POWER,4.06,6.43,83.6,28.08,27.91
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2016,7,2016-07-01,27.39,30.27,24.59,81.9,5.52,NASA_POWER,4.86,4.06,81.17,27.63,28.08
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2016,8,2016-08-01,27.35,30.39,23.66,79.41,6.08,NASA_POWER,5.52,4.86,81.9,27.39,27.63
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2016,9,2016-09-01,27.34,30.6,24.91,82.4,8.42,NASA_POWER,6.08,5.52,79.41,27.35,27.39
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2016,10,2016-10-01,26.85,30.46,24.69,84.41,7.02,NASA_POWER,8.42,6.08,82.4,27.34,27.35
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2016,11,2016-11-01,27.15,29.77,25.03,83.79,9.39,NASA_POWER,7.02,8.42,84.41,26.85,27.34
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2016,12,2016-12-01,26.98,29.77,24.87,84.26,5.07,NASA_POWER,9.39,7.02,83.79,27.15,26.85
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2017,1,2017-01-01,26.76,30.18,24.93,85.25,10.77,NASA_POWER,5.07,9.39,84.26,26.98,27.15
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2017,2,2017-02-01,26.58,29.16,24.74,86.62,23.89,NASA_POWER,10.77,5.07,85.25,26.76,26.98
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2017,3,2017-03-01,27.06,29.84,24.79,83.59,7.16,NASA_POWER,23.89,10.77,86.62,26.58,26.76
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2017,4,2017-04-01,27.1,30.44,25.0,85.27,7.59,NASA_POWER,7.16,23.89,83.59,27.06,26.58
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2017,5,2017-05-01,27.7,30.89,24.68,82.48,6.7,NASA_POWER,7.59,7.16,85.27,27.1,27.06
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2017,6,2017-06-01,27.1,30.4,24.38,83.63,5.47,NASA_POWER,6.7,7.59,82.48,27.7,27.1
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2017,7,2017-07-01,26.94,30.03,23.41,81.21,3.9,NASA_POWER,5.47,6.7,83.63,27.1,27.7
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2017,8,2017-08-01,26.8,30.05,23.39,79.07,1.12,NASA_POWER,3.9,5.47,81.21,26.94,27.1
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2017,9,2017-09-01,27.3,31.37,23.88,78.76,3.11,NASA_POWER,1.12,3.9,79.07,26.8,26.94
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2017,10,2017-10-01,27.71,31.49,24.95,81.3,6.18,NASA_POWER,3.11,1.12,78.76,27.3,26.8
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2017,11,2017-11-01,27.61,31.23,24.96,82.15,10.52,NASA_POWER,6.18,3.11,81.3,27.71,27.3
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2017,12,2017-12-01,26.97,30.43,24.64,84.15,9.32,NASA_POWER,10.52,6.18,82.15,27.61,27.71
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2018,1,2018-01-01,26.89,29.84,24.91,84.24,6.66,NASA_POWER,9.32,10.52,84.15,26.97,27.61
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2018,2,2018-02-01,26.61,29.2,24.6,85.65,17.62,NASA_POWER,6.66,9.32,84.24,26.89,26.97
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2018,3,2018-03-01,27.23,30.51,24.89,82.61,10.94,NASA_POWER,17.62,6.66,85.65,26.61,26.89
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2018,4,2018-04-01,27.7,30.7,25.31,82.66,9.03,NASA_POWER,10.94,17.62,82.61,27.23,26.61
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2018,5,2018-05-01,27.73,30.8,24.94,82.7,2.61,NASA_POWER,9.03,10.94,82.66,27.7,27.23
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2018,6,2018-06-01,27.34,30.58,24.11,81.58,3.21,NASA_POWER,2.61,9.03,82.7,27.73,27.7
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2018,7,2018-07-01,26.66,30.1,22.54,76.07,0.18,NASA_POWER,3.21,2.61,81.58,27.34,27.73
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2018,8,2018-08-01,26.73,30.57,22.78,75.8,0.9,NASA_POWER,0.18,3.21,76.07,26.66,27.34
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2018,9,2018-09-01,27.33,31.44,23.45,75.02,2.46,NASA_POWER,0.9,0.18,75.8,26.73,26.66
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2018,10,2018-10-01,28.2,32.58,25.2,75.84,3.62,NASA_POWER,2.46,0.9,75.02,27.33,26.73
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2018,11,2018-11-01,27.82,32.6,25.26,80.05,7.26,NASA_POWER,3.62,2.46,75.84,28.2,27.33
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2018,12,2018-12-01,27.38,31.44,24.78,81.65,6.5,NASA_POWER,7.26,3.62,80.05,27.82,28.2
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2019,1,2019-01-01,27.23,30.51,24.95,83.93,12.85,NASA_POWER,6.5,7.26,81.65,27.38,27.82
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2019,2,2019-02-01,27.48,30.43,25.21,82.62,8.25,NASA_POWER,12.85,6.5,83.93,27.23,27.38
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2019,3,2019-03-01,27.38,30.66,24.85,82.73,9.81,NASA_POWER,8.25,12.85,82.62,27.48,27.23
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2019,4,2019-04-01,28.08,31.25,25.47,82.81,7.82,NASA_POWER,9.81,8.25,82.73,27.38,27.48
KABUPATEN TANGERANG,kabupaten,BANTEN,-6.187,106.487,2019,5,2019-05-01,28.08,30.9,25.54,81.44,4.96,NASA_POWER,7.82,9.81,82.81,28.08,27.38
