year,month,date_month,parent_region,region,penderita_dbd,meninggal,periode_data,data_origin,is_complete_year
2015,4,2015-04-01,JAKARTA PUSAT,SAWAH BESAR,13,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA PUSAT,SENEN,7,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA PUSAT,TANAH ABANG,9,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA SELATAN,CILANDAK,32,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA SELATAN,JAGAKARSA,37,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA SELATAN,KEBAYORAN BARU,15,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA SELATAN,KEBAYORAN LAMA,27,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA SELATAN,MAMPANG PRAPATAN,7,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA SELATAN,PANCORAN,14,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA SELATAN,PASAR MINGGU,13,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA SELATAN,PESANGGRAHAN,16,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA SELATAN,SETIA BUDI,6,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA SELATAN,TEBET,21,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA TIMUR,CAKUNG,57,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA TIMUR,CIPAYUNG,26,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA TIMUR,CIRACAS,13,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA TIMUR,DUREN SAWIT,39,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA TIMUR,JATINEGARA,12,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA TIMUR,KRAMAT JATI,9,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA TIMUR,MAKASAR,13,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA TIMUR,MATRAMAN,15,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA TIMUR,PASAR REBO,11,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA TIMUR,PULO GADUNG,50,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA UTARA,CILINCING,48,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA UTARA,KELAPA GADING,82,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA UTARA,KOJA,36,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA UTARA,PADEMANGAN,20,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA UTARA,PENJARINGAN,22,0,201504,real_jakarta,True
2015,4,2015-04-01,JAKARTA UTARA,TANJUNG PRIOK,24,0,201504,real_jakarta,True
2015,4,2015-04-01,KABUPATEN KEPULAUAN SERIBU,KEP. SERIBU SELATAN,4,1,201504,real_jakarta,True
2015,4,2015-04-01,KABUPATEN KEPULAUAN SERIBU,KEP. SERIBU UTARA,0,1,201504,real_jakarta,True
2015,5,2015-05-01,JAKARTA BARAT,CENGKARENG,75,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA BARAT,GROGOL PETAMBURAN,9,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA BARAT,KALIDERES,45,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA BARAT,KEBON JERUK,12,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA BARAT,KEMBANGAN,26,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA BARAT,PALMERAH,6,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA BARAT,TAMAN SARI,0,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA BARAT,TAMBORA,14,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA PUSAT,CEMPAKA PUTIH,11,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA PUSAT,GAMBIR,5,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA PUSAT,JOHAR BARU,3,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA PUSAT,KEMAYORAN,23,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA PUSAT,MENTENG,4,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA PUSAT,SAWAH BESAR,8,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA PUSAT,SENEN,6,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA PUSAT,TANAH ABANG,1,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA SELATAN,CILANDAK,16,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA SELATAN,JAGAKARSA,16,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA SELATAN,KEBAYORAN BARU,27,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA SELATAN,KEBAYORAN LAMA,32,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA SELATAN,MAMPANG PRAPATAN,4,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA SELATAN,PANCORAN,11,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA SELATAN,PASAR MINGGU,16,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA SELATAN,PESANGGRAHAN,14,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA SELATAN,SETIA BUDI,5,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA SELATAN,TEBET,11,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA TIMUR,CAKUNG,33,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA TIMUR,CIPAYUNG,22,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA TIMUR,CIRACAS,16,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA TIMUR,DUREN SAWIT,21,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA TIMUR,JATINEGARA,10,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA TIMUR,KRAMAT JATI,16,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA TIMUR,MAKASAR,14,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA TIMUR,MATRAMAN,12,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA TIMUR,PASAR REBO,14,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA TIMUR,PULO GADUNG,24,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA UTARA,CILINCING,18,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA UTARA,KELAPA GADING,70,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA UTARA,KOJA,16,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA UTARA,PADEMANGAN,10,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA UTARA,PENJARINGAN,11,0,201505,real_jakarta,True
2015,5,2015-05-01,JAKARTA UTARA,TANJUNG PRIOK,18,0,201505,real_jakarta,True
2015,5,2015-05-01,KABUPATEN KEPULAUAN SERIBU,KEP. SERIBU SELATAN,4,0,201505,real_jakarta,True
2015,5,2015-05-01,KABUPATEN KEPULAUAN SERIBU,KEP. SERIBU UTARA,0,0,201505,real_jakarta,True
2015,6,2015-06-01,JAKARTA BARAT,CENGKARENG,35,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA BARAT,GROGOL PETAMBURAN,19,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA BARAT,KALIDERES,31,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA BARAT,KEBON JERUK,4,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA BARAT,KEMBANGAN,19,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA BARAT,PALMERAH,2,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA BARAT,TAMAN SARI,0,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA BARAT,TAMBORA,9,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA PUSAT,CEMPAKA PUTIH,9,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA PUSAT,GAMBIR,1,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA PUSAT,JOHAR BARU,1,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA PUSAT,KEMAYORAN,11,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA PUSAT,MENTENG,1,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA PUSAT,SAWAH BESAR,8,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA PUSAT,SENEN,4,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA PUSAT,TANAH ABANG,4,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA SELATAN,CILANDAK,13,0,201506,real_jakarta,True
