,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,upt_puskesmas,jenis_kelamin,jumlah_kasus,satuan,tahun
153,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PADASUKA,LAKI LAKI,119,ORANG,2018
154,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PADASUKA,PEREMPUAN,103,ORANG,2018
155,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PAGARSIH,LAKI LAKI,43,ORANG,2018
156,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PAGARSIH,PEREMPUAN,47,ORANG,2018
157,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANGHEGAR,LAKI LAKI,19,ORANG,2018
158,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANGHEGAR,PEREMPUAN,29,ORANG,2018
159,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT PASIRKALIKI,LAKI LAKI,44,ORANG,2018
160,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT PASIRKALIKI,PEREMPUAN,49,ORANG,2018
161,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASUNDAN,LAKI LAKI,38,ORANG,2018
162,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASUNDAN,PEREMPUAN,42,ORANG,2018
163,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT PUTER,LAKI LAKI,104,ORANG,2018
164,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT PUTER,PEREMPUAN,83,ORANG,2018
165,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT RIUNG BANDUNG,LAKI LAKI,33,ORANG,2018
166,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT RIUNG BANDUNG,PEREMPUAN,23,ORANG,2018
167,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT SALAM,LAKI LAKI,23,ORANG,2018
168,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT SALAM,PEREMPUAN,12,ORANG,2018
169,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT SINDANGJAYA,LAKI LAKI,50,ORANG,2018
170,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT SINDANGJAYA,PEREMPUAN,45,ORANG,2018
171,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAJADI,LAKI LAKI,51,ORANG,2018
172,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAJADI,PEREMPUAN,44,ORANG,2018
173,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SUKARASA,LAKI LAKI,53,ORANG,2018
174,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SUKARASA,PEREMPUAN,34,ORANG,2018
175,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT TALAGABODAS,LAKI LAKI,52,ORANG,2018
176,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT TALAGABODAS,PEREMPUAN,38,ORANG,2018
177,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT TAMBLONG,LAKI LAKI,24,ORANG,2018
178,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT TAMBLONG,PEREMPUAN,17,ORANG,2018
179,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT UJUNGBERUNG INDAH,LAKI LAKI,31,ORANG,2018
180,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT UJUNGBERUNG INDAH,PEREMPUAN,50,ORANG,2018
181,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT AHMAD YANI,LAKI LAKI,13,ORANG,2019
182,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT AHMAD YANI,PEREMPUAN,18,ORANG,2019
183,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT ANTAPANI,LAKI LAKI,32,ORANG,2019
184,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT ANTAPANI,PEREMPUAN,32,ORANG,2019
185,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT ARCAMANIK,LAKI LAKI,56,ORANG,2019
186,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT ARCAMANIK,PEREMPUAN,51,ORANG,2019
187,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT ASTANAANYAR,LAKI LAKI,10,ORANG,2019
188,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT ASTANAANYAR,PEREMPUAN,11,ORANG,2019
189,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKAN SURABAYA,LAKI LAKI,32,ORANG,2019
190,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKAN SURABAYA,PEREMPUAN,28,ORANG,2019
191,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT BABAKAN TAROGONG,LAKI LAKI,16,ORANG,2019
192,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT BABAKAN TAROGONG,PEREMPUAN,10,ORANG,2019
193,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKANSARI,LAKI LAKI,116,ORANG,2019
194,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKANSARI,PEREMPUAN,132,ORANG,2019
195,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT BABATAN,LAKI LAKI,12,ORANG,2019
196,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT BABATAN,PEREMPUAN,10,ORANG,2019
197,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT BALAIKOTA,LAKI LAKI,5,ORANG,2019
198,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT BALAIKOTA,PEREMPUAN,10,ORANG,2019
199,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CARINGIN,LAKI LAKI,23,ORANG,2019
200,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CARINGIN,PEREMPUAN,22,ORANG,2019
201,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT CEMPAKA ARUM,LAKI LAKI,15,ORANG,2019
202,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT CEMPAKA ARUM,PEREMPUAN,19,ORANG,2019
203,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT CETARIP,LAKI LAKI,46,ORANG,2019
204,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT CETARIP,PEREMPUAN,43,ORANG,2019
205,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT KIDUL,LAKI LAKI,2,ORANG,2019
206,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT KIDUL,PEREMPUAN,3,ORANG,2019
207,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT WETAN,LAKI LAKI,6,ORANG,2019
208,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT WETAN,PEREMPUAN,9,ORANG,2019
209,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIBIRU,LAKI LAKI,29,ORANG,2019
210,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIBIRU,PEREMPUAN,11,ORANG,2019
211,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CIBOLERANG,LAKI LAKI,16,ORANG,2019
212,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CIBOLERANG,PEREMPUAN,12,ORANG,2019
213,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIBUNTU,LAKI LAKI,10,ORANG,2019
214,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIBUNTU,PEREMPUAN,18,ORANG,2019
215,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT CIGADUNG,LAKI LAKI,40,ORANG,2019
216,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT CIGADUNG,PEREMPUAN,32,ORANG,2019
217,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIGONDEWAH,LAKI LAKI,14,ORANG,2019
218,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIGONDEWAH,PEREMPUAN,14,ORANG,2019
219,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA BARU,LAKI LAKI,16,ORANG,2019
220,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA BARU,PEREMPUAN,11,ORANG,2019
221,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA LAMA,LAKI LAKI,33,ORANG,2019
222,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA LAMA,PEREMPUAN,20,ORANG,2019
223,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIJERAH,LAKI LAKI,21,ORANG,2019
224,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIJERAH,PEREMPUAN,17,ORANG,2019
225,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT CIKUTRA LAMA,LAKI LAKI,30,ORANG,2019
226,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT CIKUTRA LAMA,PEREMPUAN,21,ORANG,2019
227,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CILENGKRANG,LAKI LAKI,15,ORANG,2019
228,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CILENGKRANG,PEREMPUAN,11,ORANG,2019
229,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,UPT CINAMBO,LAKI LAKI,37,ORANG,2019
230,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,UPT CINAMBO,PEREMPUAN,33,ORANG,2019
231,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIPADUNG,LAKI LAKI,54,ORANG,2019
232,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIPADUNG,PEREMPUAN,53,ORANG,2019
233,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,UPT CIPAKU,LAKI LAKI,12,ORANG,2019
234,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,UPT CIPAKU,PEREMPUAN,6,ORANG,2019
235,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,UPT CIPAMOKOLAN,LAKI LAKI,46,ORANG,2019
236,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,UPT CIPAMOKOLAN,PEREMPUAN,44,ORANG,2019
237,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,UPT CIUMBULEUIT,LAKI LAKI,55,ORANG,2019
238,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,UPT CIUMBULEUIT,PEREMPUAN,44,ORANG,2019
239,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT DAGO,LAKI LAKI,66,ORANG,2019
240,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT DAGO,PEREMPUAN,49,ORANG,2019
241,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,UPT DERWATI,LAKI LAKI,31,ORANG,2019
242,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,UPT DERWATI,PEREMPUAN,22,ORANG,2019
243,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT GARUDA,LAKI LAKI,25,ORANG,2019
244,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT GARUDA,PEREMPUAN,31,ORANG,2019
245,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT GIRIMANDE,LAKI LAKI,5,ORANG,2019
246,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT GIRIMANDE,PEREMPUAN,5,ORANG,2019
247,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT GRIYA ANTAPANI,LAKI LAKI,44,ORANG,2019
248,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT GRIYA ANTAPANI,PEREMPUAN,29,ORANG,2019
249,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT GUMURUH,LAKI LAKI,45,ORANG,2019
250,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT GUMURUH,PEREMPUAN,45,ORANG,2019
251,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT IBRAHIM ADJIE,LAKI LAKI,34,ORANG,2019
252,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT IBRAHIM ADJIE,PEREMPUAN,38,ORANG,2019
253,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT JAJAWAY,LAKI LAKI,42,ORANG,2019
254,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT JAJAWAY,PEREMPUAN,34,ORANG,2019
255,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT JATIHANDAP,LAKI LAKI,14,ORANG,2019
256,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT JATIHANDAP,PEREMPUAN,21,ORANG,2019
257,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT KARANGSETRA,LAKI LAKI,30,ORANG,2019
258,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT KARANGSETRA,PEREMPUAN,24,ORANG,2019
259,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT KOPO,LAKI LAKI,46,ORANG,2019
260,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT KOPO,PEREMPUAN,48,ORANG,2019
261,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT KUJANG SARI,LAKI LAKI,51,ORANG,2019
262,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT KUJANG SARI,PEREMPUAN,41,ORANG,2019
263,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT LEDENG,LAKI LAKI,13,ORANG,2019
264,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT LEDENG,PEREMPUAN,12,ORANG,2019
265,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT LIOGENTENG,LAKI LAKI,4,ORANG,2019
266,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT LIOGENTENG,PEREMPUAN,2,ORANG,2019
267,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT MANDALA MEKAR,LAKI LAKI,11,ORANG,2019
268,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT MANDALA MEKAR,PEREMPUAN,12,ORANG,2019
269,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,UPT MARGAHAYU RAYA,LAKI LAKI,64,ORANG,2019
270,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,UPT MARGAHAYU RAYA,PEREMPUAN,54,ORANG,2019
271,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT MENGGER,LAKI LAKI,5,ORANG,2019
272,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT MENGGER,PEREMPUAN,9,ORANG,2019
273,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT MOCH. RAMDAN,LAKI LAKI,24,ORANG,2019
274,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT MOCH. RAMDAN,PEREMPUAN,33,ORANG,2019
275,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT NEGLASARI,LAKI LAKI,29,ORANG,2019
276,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT NEGLASARI,PEREMPUAN,24,ORANG,2019
277,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PADASUKA,LAKI LAKI,70,ORANG,2019
278,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PADASUKA,PEREMPUAN,47,ORANG,2019
279,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PAGARSIH,LAKI LAKI,12,ORANG,2019
280,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PAGARSIH,PEREMPUAN,11,ORANG,2019
281,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT PAKIRARKIR,LAKI LAKI,18,ORANG,2019
282,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT PAKIRARKIR,PEREMPUAN,17,ORANG,2019
283,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT PAMULANG,LAKI LAKI,8,ORANG,2019
284,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT PAMULANG,PEREMPUAN,8,ORANG,2019
285,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANGHEGAR,LAKI LAKI,25,ORANG,2019
286,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANGHEGAR,PEREMPUAN,21,ORANG,2019
287,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANYILEUKAN,LAKI LAKI,17,ORANG,2019
288,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANYILEUKAN,PEREMPUAN,14,ORANG,2019
289,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT PASAWAHAN,LAKI LAKI,2,ORANG,2019
290,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT PASAWAHAN,PEREMPUAN,2,ORANG,2019
291,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT PASIRJATI,LAKI LAKI,53,ORANG,2019
292,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT PASIRJATI,PEREMPUAN,49,ORANG,2019
293,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT PASIRKALIKI,LAKI LAKI,50,ORANG,2019
294,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT PASIRKALIKI,PEREMPUAN,42,ORANG,2019
295,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PASIRLAYUNG,LAKI LAKI,51,ORANG,2019
296,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PASIRLAYUNG,PEREMPUAN,38,ORANG,2019
297,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASIRLUYU,LAKI LAKI,18,ORANG,2019
298,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASIRLUYU,PEREMPUAN,23,ORANG,2019
299,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASUNDAN,LAKI LAKI,10,ORANG,2019
300,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASUNDAN,PEREMPUAN,12,ORANG,2019
301,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PELINDUNG HEWAN,LAKI LAKI,22,ORANG,2019
302,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PELINDUNG HEWAN,PEREMPUAN,24,ORANG,2019
303,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT PUTER,LAKI LAKI,41,ORANG,2019
304,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT PUTER,PEREMPUAN,19,ORANG,2019
305,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT RIUNG BANDUNG,LAKI LAKI,35,ORANG,2019
306,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT RIUNG BANDUNG,PEREMPUAN,35,ORANG,2019
307,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT RUSUNAWA,LAKI LAKI,83,ORANG,2019
308,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT RUSUNAWA,PEREMPUAN,51,ORANG,2019
309,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT SALAM,LAKI LAKI,11,ORANG,2019
310,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT SALAM,PEREMPUAN,9,ORANG,2019
311,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SARIJADI,LAKI LAKI,31,ORANG,2019
312,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SARIJADI,PEREMPUAN,34,ORANG,2019
