region,year,month,date_month,data_origin,penderita_dbd,meninggal,is_complete_year,region_type,province,risk_multiplier,population_placeholder,monthly_share,latitude,longitude,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,weather_source,rainfall_lag_1,rainfall_lag_2,humidity_lag_1,temperature_lag_1,temperature_lag_2,rainfall_z_lag_1,humidity_z_lag_1,temperature_z_lag_1,weather_multiplier,population,population_scale,synthetic_method,incidence_rate_per_100k
JAKARTA UTARA,2018,12,2018-12-01,real_jakarta,11,0,True,kota,DKI JAKARTA,1.0,1800000,0.028236439612154652,-6.1384,106.8639,27.75,32.03,24.86,80.52,6.65,NASA_POWER,5.94,3.29,78.78,28.12,28.52,-0.07296750537802195,-0.6699062568073333,0.9680690427585397,0.9704677006504904,1800000,0.17142857142857143,not_synthetic_real_observed,0.6111111111111112
JAKARTA UTARA,2019,1,2019-01-01,real_jakarta,72,0,True,kota,DKI JAKARTA,1.0,1800000,0.10434500385411173,-6.1384,106.8639,27.32,31.21,25.05,83.93,13.54,NASA_POWER,6.65,5.94,80.52,27.75,28.12,0.07027745909680502,-0.25379513000563086,0.6388820401514146,1.0171062078715283,1800000,0.17142857142857143,not_synthetic_real_observed,4.0
JAKARTA UTARA,2019,2,2019-02-01,real_jakarta,156,0,True,kota,DKI JAKARTA,1.0,1800000,0.13298713943770538,-6.1384,106.8639,27.66,30.85,25.13,82.3,8.96,NASA_POWER,13.54,6.65,83.93,27.32,27.75,1.4603588749159004,0.5616870207954116,0.25631336144583816,1.2880382013892182,1800000,0.17142857142857143,not_synthetic_real_observed,8.666666666666666
JAKARTA UTARA,2019,3,2019-03-01,real_jakarta,221,0,True,kota,DKI JAKARTA,1.0,1800000,0.19465292709643392,-6.1384,106.8639,27.65,31.26,24.6,81.75,8.07,NASA_POWER,8.96,13.54,82.3,27.66,27.32,0.5363279773177211,0.17188176982599726,0.5588095260037359,1.1255778498804445,1800000,0.17142857142857143,not_synthetic_real_observed,12.277777777777779
JAKARTA UTARA,2019,4,2019-04-01,real_jakarta,118,0,True,kota,DKI JAKARTA,1.0,1800000,0.16191326220130633,-6.1384,106.8639,28.18,31.05,25.56,82.84,8.43,NASA_POWER,8.07,8.96,81.75,27.65,27.66,0.35676738804645897,0.04035239066453989,0.5499125799873258,1.085045976272789,1800000,0.17142857142857143,not_synthetic_real_observed,6.555555555555555
JAKARTA UTARA,2019,5,2019-05-01,real_jakarta,144,0,True,kota,DKI JAKARTA,1.0,1800000,0.14970181346099234,-6.1384,106.8639,28.08,31.25,25.3,81.97,5.41,NASA_POWER,8.43,8.07,82.84,28.18,27.65,0.4293986376393289,0.3010197057299757,1.021450718856991,1.1455843021617467,1800000,0.17142857142857143,not_synthetic_real_observed,8.0
JAKARTA UTARA,2019,6,2019-06-01,real_jakarta,116,0,True,kota,DKI JAKARTA,1.0,1800000,0.08896912653657349,-6.1384,106.8639,27.39,30.74,23.63,79.4,1.21,NASA_POWER,5.41,8.43,81.97,28.08,28.18,-0.17989684505641398,0.09296414232912283,0.9324812586929022,1.0289359504090954,1800000,0.17142857142857143,not_synthetic_real_observed,6.444444444444445
JAKARTA UTARA,2019,7,2019-07-01,real_jakarta,28,0,True,kota,DKI JAKARTA,1.0,1800000,0.048683516572680434,-6.1384,106.8639,26.62,30.25,22.15,79.25,0.63,NASA_POWER,1.21,5.41,79.4,27.39,28.08,-1.0272614236398976,-0.5216367748435068,0.31859198356069973,0.8096767081476997,1800000,0.17142857142857143,not_synthetic_real_observed,1.5555555555555556
JAKARTA UTARA,2019,8,2019-08-01,real_jakarta,20,0,True,kota,DKI JAKARTA,1.0,1800000,0.027506186863564444,-6.1384,106.8639,26.57,30.27,22.22,76.2,0.24,NASA_POWER,0.63,1.21,79.25,26.62,27.39,-1.144278436872855,-0.557508423705724,-0.36647285970277443,0.7542837491133607,1800000,0.17142857142857143,not_synthetic_real_observed,1.1111111111111112
JAKARTA UTARA,2019,9,2019-09-01,real_jakarta,6,0,True,kota,DKI JAKARTA,1.0,1800000,0.01789119234046006,-6.1384,106.8639,27.51,32.52,22.73,73.31,0.13,NASA_POWER,0.24,0.63,76.2,26.57,26.62,-1.222962290598464,-1.286898617237445,-0.41095758978481883,0.6673179151972449,1800000,0.17142857142857143,not_synthetic_real_observed,0.3333333333333333
JAKARTA UTARA,2019,10,2019-10-01,real_jakarta,10,0,True,kota,DKI JAKARTA,1.0,1800000,0.021826443263418396,-6.1384,106.8639,28.68,34.16,24.46,71.5,2.06,NASA_POWER,0.13,0.24,73.31,27.51,26.57,-1.2451551724185077,-1.9780257186494703,0.42535533575760576,0.6366919190601571,1800000,0.17142857142857143,not_synthetic_real_observed,0.5555555555555556
JAKARTA UTARA,2019,11,2019-11-01,real_jakarta,10,0,True,kota,DKI JAKARTA,1.0,1800000,0.023286948760598808,-6.1384,106.8639,28.7,33.25,24.92,74.45,4.98,NASA_POWER,2.06,0.13,71.5,28.68,27.51,-0.8557709732122877,-2.410876948253542,1.4662980196774291,0.7038615601766741,1800000,0.17142857142857143,not_synthetic_real_observed,0.5555555555555556
JAKARTA UTARA,2019,12,2019-12-01,real_jakarta,21,0,True,kota,DKI JAKARTA,1.0,1800000,0.028236439612154652,-6.1384,106.8639,28.23,32.16,25.76,79.68,8.45,NASA_POWER,4.98,2.06,74.45,28.7,28.68,-0.2666508376256753,-1.7054011872966297,1.4840919117102462,0.8636668512119979,1800000,0.17142857142857143,not_synthetic_real_observed,1.1666666666666665
JAKARTA UTARA,2020,1,2020-01-01,real_jakarta,43,0,True,kota,DKI JAKARTA,1.0,1800000,0.10434500385411173,-6.1384,106.8639,27.49,30.71,25.01,84.41,12.47,NASA_POWER,8.45,4.98,79.68,28.23,28.7,0.4334337070611549,-0.4546763636340369,1.0659354489390356,1.0728441921427212,1800000,0.17142857142857143,not_synthetic_real_observed,2.388888888888889
JAKARTA UTARA,2020,2,2020-02-01,real_jakarta,62,0,True,kota,DKI JAKARTA,1.0,1800000,0.13298713943770538,-6.1384,106.8639,27.38,30.84,25.45,85.87,20.58,NASA_POWER,12.47,8.45,84.41,27.49,28.23,1.2444826608482038,0.6764762971544998,0.4075614437247855,1.2746981010289198,1800000,0.17142857142857143,not_synthetic_real_observed,3.4444444444444446
JAKARTA UTARA,2020,3,2020-03-01,real_jakarta,130,0,True,kota,DKI JAKARTA,1.0,1800000,0.19465292709643392,-6.1384,106.8639,27.72,30.3,25.83,84.45,10.8,NASA_POWER,20.58,12.47,85.87,27.38,27.49,2.8807033113986917,1.0256270127467357,0.3096950375442896,1.5501529498616917,1800000,0.17142857142857143,not_synthetic_real_observed,7.222222222222222
JAKARTA UTARA,2020,4,2020-04-01,real_jakarta,142,0,True,kota,DKI JAKARTA,1.0,1800000,0.16191326220130633,-6.1384,106.8639,27.98,31.33,25.64,83.46,6.87,NASA_POWER,10.8,20.58,84.45,27.72,27.38,0.9075543641257233,0.6860420701844255,0.6121912021021874,1.2353469217424102,1800000,0.17142857142857143,not_synthetic_real_observed,7.888888888888889
JAKARTA UTARA,2020,5,2020-05-01,real_jakarta,80,0,True,kota,DKI JAKARTA,1.0,1800000,0.14970181346099234,-6.1384,106.8639,28.1,31.22,26.03,84.29,5.62,NASA_POWER,6.87,10.8,83.46,27.98,27.72,0.11466322273689221,0.44928918769379883,0.8435117985288165,1.1043039921063547,1800000,0.17142857142857143,not_synthetic_real_observed,4.444444444444445
JAKARTA UTARA,2020,6,2020-06-01,real_jakarta,38,0,True,kota,DKI JAKARTA,1.0,1800000,0.08896912653657349,-6.1384,106.8639,27.63,30.46,25.19,83.37,2.08,NASA_POWER,5.62,6.87,84.29,28.1,27.98,-0.1375286161272398,0.6477789780647294,0.9502751507257224,1.091662362923673,1800000,0.17142857142857143,not_synthetic_real_observed,2.111111111111111
JAKARTA UTARA,2020,7,2020-07-01,real_jakarta,23,0,True,kota,DKI JAKARTA,1.0,1800000,0.048683516572680434,-6.1384,106.8639,27.16,30.0,23.89,81.58,2.79,NASA_POWER,2.08,5.62,83.37,27.63,28.1,-0.8517359037904617,0.42776619837647195,0.5321186879545086,0.9416221686668034,1800000,0.17142857142857143,not_synthetic_real_observed,1.2777777777777777
JAKARTA UTARA,2020,8,2020-08-01,real_jakarta,9,0,True,kota,DKI JAKARTA,1.0,1800000,0.027506186863564444,-6.1384,106.8639,27.19,30.56,23.8,82.07,1.8,NASA_POWER,2.79,2.08,81.58,27.16,27.63,-0.7084909393156347,-0.0003021447126384607,0.11396222518329788,0.8993942558905558,1800000,0.17142857142857143,not_synthetic_real_observed,0.5
JAKARTA UTARA,2020,9,2020-09-01,real_jakarta,4,0,True,kota,DKI JAKARTA,1.0,1800000,0.01789119234046006,-6.1384,106.8639,27.67,31.15,24.78,79.39,3.87,NASA_POWER,1.8,2.79,82.07,27.19,27.16,-0.9082268756960273,0.11687857490393203,0.14065306323252516,0.8824864792976154,1800000,0.17142857142857143,not_synthetic_real_observed,0.2222222222222222
JAKARTA UTARA,2020,10,2020-10-01,real_jakarta,3,0,True,kota,DKI JAKARTA,1.0,1800000,0.021826443263418396,-6.1384,106.8639,27.69,31.38,25.34,81.25,6.64,NASA_POWER,3.87,1.8,79.39,27.67,27.19,-0.4905971905370246,-0.524028218100989,0.567706472020146,0.9023929232103547,1800000,0.17142857142857143,not_synthetic_real_observed,0.16666666666666666
JAKARTA UTARA,2020,11,2020-11-01,real_jakarta,4,0,True,kota,DKI JAKARTA,1.0,1800000,0.023286948760598808,-6.1384,106.8639,27.85,31.59,24.93,81.3,7.96,NASA_POWER,6.64,3.87,81.25,27.69,27.67,0.06825992438589183,-0.07921977220951287,0.5855003640529631,1.0315920296395806,1800000,0.17142857142857143,not_synthetic_real_observed,0.2222222222222222
JAKARTA UTARA,2020,12,2020-12-01,real_jakarta,4,0,True,kota,DKI JAKARTA,1.0,1800000,0.028236439612154652,-6.1384,106.8639,26.95,30.34,24.6,85.2,7.41,NASA_POWER,7.96,6.64,81.3,27.85,27.69,0.33457450622641527,-0.06726255592210828,0.7278515003155035,1.0798524953575268,1800000,0.17142857142857143,not_synthetic_real_observed,0.2222222222222222
KABUPATEN KEPULAUAN SERIBU,2015,1,2015-01-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.10434500385411173,-5.7985,106.5072,26.43,29.36,24.28,85.04,13.1,NASA_POWER,13.1,13.1,85.04,26.43,26.43,1.371587347635726,0.8271372223758086,-0.535514834014542,1.2616760826822127,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2015,2,2015-02-01,real_jakarta,1,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.13298713943770538,-5.7985,106.5072,26.42,29.69,24.23,84.88,19.72,NASA_POWER,13.1,19.72,85.04,26.43,26.42,1.371587347635726,0.8271372223758086,-0.535514834014542,1.2616760826822127,30000,0.002857142857142857,not_synthetic_real_observed,3.3333333333333335
KABUPATEN KEPULAUAN SERIBU,2015,3,2015-03-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.19465292709643392,-5.7985,106.5072,26.95,30.71,24.47,83.36,9.76,NASA_POWER,19.72,13.1,84.88,26.42,26.43,2.707195326260169,0.7888741302561091,-0.544411780030949,1.4577461229630888,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2015,4,2015-04-01,real_jakarta,4,2,True,kabupaten,DKI JAKARTA,1.0,30000,0.16191326220130633,-5.7985,106.5072,27.31,30.98,25.0,83.08,6.42,NASA_POWER,9.76,19.72,83.36,26.95,26.42,0.6977307541907654,0.42537475511898964,-0.07287364116128685,1.1435534065824495,30000,0.002857142857142857,not_synthetic_real_observed,13.333333333333334
KABUPATEN KEPULAUAN SERIBU,2015,5,2015-05-01,real_jakarta,4,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.14970181346099234,-5.7985,106.5072,27.48,30.61,24.27,82.22,2.79,NASA_POWER,6.42,9.76,83.08,27.31,26.95,0.023874160745804646,0.3584143439095198,0.24741641542942802,1.051793379274294,30000,0.002857142857142857,not_synthetic_real_observed,13.333333333333334
KABUPATEN KEPULAUAN SERIBU,2015,6,2015-06-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.08896912653657349,-5.7985,106.5072,27.25,30.46,23.9,80.28,2.39,NASA_POWER,2.79,6.42,82.22,27.48,27.31,-0.7084909393156347,0.15275022376614922,0.3986644977083785,0.9289346063646886,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2015,7,2015-07-01,real_jakarta,1,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.048683516572680434,-5.7985,106.5072,26.6,30.11,23.14,80.76,0.8,NASA_POWER,2.39,2.79,80.28,27.25,27.48,-0.7891923277521569,-0.31118976818517496,0.1940347393309766,0.8602039109852079,30000,0.002857142857142857,not_synthetic_real_observed,3.3333333333333335
KABUPATEN KEPULAUAN SERIBU,2015,8,2015-08-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.027506186863564444,-5.7985,106.5072,26.84,31.46,22.89,77.82,0.83,NASA_POWER,0.8,2.39,80.76,26.6,27.25,-1.1099803467873328,-0.19640049182608335,-0.38426675173559155,0.7946495612125122,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2015,9,2015-09-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.01789119234046006,-5.7985,106.5072,27.64,32.82,23.27,72.24,0.44,NASA_POWER,0.83,0.8,77.82,26.84,26.6,-1.1039277426545937,-0.8994848095255165,-0.1707400473417827,0.7359253552821702,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2015,10,2015-10-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.021826443263418396,-5.7985,106.5072,28.5,33.48,24.46,71.74,0.83,NASA_POWER,0.44,0.83,72.24,27.64,26.84,-1.1826115963802029,-2.233910147199945,0.5410156339709188,0.6262680275215209,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2015,11,2015-11-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.023286948760598808,-5.7985,106.5072,28.65,33.15,25.58,75.36,5.05,NASA_POWER,0.83,0.44,71.74,28.5,27.64,-1.1039277426545937,-2.3534823100739977,1.3061529913820715,0.6643702571635148,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2015,12,2015-12-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.028236439612154652,-5.7985,106.5072,27.71,31.05,24.91,81.15,8.01,NASA_POWER,5.05,0.83,75.36,28.65,28.5,-0.25252809464928405,-1.4877798508658546,1.4396071816282017,0.885323159797432,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2016,1,2016-01-01,real_jakarta,0,0,False,kabupaten,DKI JAKARTA,1.0,30000,0.10434500385411173,-5.7985,106.5072,27.9,31.65,24.85,81.97,6.63,NASA_POWER,8.01,5.05,81.15,27.71,28.65,0.3446621797809805,-0.10313420478432207,0.6032942560857804,1.0715506192930038,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2016,2,2016-02-01,real_jakarta,0,0,False,kabupaten,DKI JAKARTA,1.0,30000,0.13298713943770538,-5.7985,106.5072,27.28,30.98,24.99,84.81,19.22,NASA_POWER,6.63,8.01,81.97,27.9,27.71,0.06624238967497882,0.09296414232912283,0.7723362303975447,1.0578495842040365,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2017,1,2017-01-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.10434500385411173,-5.7985,106.5072,26.76,30.18,24.93,85.25,10.77,NASA_POWER,5.07,9.39,84.26,26.98,27.15,-0.24849302522745786,0.640604648292286,-0.04618280311205955,1.024477370889507,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2017,2,2017-02-01,real_jakarta,1,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.13298713943770538,-5.7985,106.5072,26.58,29.16,24.74,86.62,23.89,NASA_POWER,10.77,5.07,85.25,26.76,26.98,0.901501759992984,0.8773575307829092,-0.24191561547305127,1.210865236303586,30000,0.002857142857142857,not_synthetic_real_observed,3.3333333333333335
KABUPATEN KEPULAUAN SERIBU,2017,3,2017-03-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.19465292709643392,-5.7985,106.5072,27.06,29.84,24.79,83.59,7.16,NASA_POWER,23.89,10.77,86.62,26.58,26.76,3.548507300710914,1.204985257057815,-0.40206064376841183,1.6,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2017,4,2017-04-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.16191326220130633,-5.7985,106.5072,27.1,30.44,25.0,85.27,7.59,NASA_POWER,7.16,23.89,83.59,27.06,26.58,0.17317172935337083,0.4803779500410549,0.024992765019209016,1.0752631926580716,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2017,5,2017-05-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.14970181346099234,-5.7985,106.5072,27.7,30.89,24.68,82.48,6.7,NASA_POWER,7.59,7.16,85.27,27.1,27.06,0.2599257219226322,0.8821404172978704,0.06058054908484646,1.1302319274724242,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2017,6,2017-06-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.08896912653657349,-5.7985,106.5072,27.1,30.4,24.38,83.63,5.47,NASA_POWER,6.7,7.59,82.48,27.7,27.1,0.08036513265137027,0.21492774846065787,0.5943973100693701,1.06326741024724,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2017,7,2017-07-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.048683516572680434,-5.7985,106.5072,26.94,30.03,23.41,81.21,3.9,NASA_POWER,5.47,6.7,83.63,27.1,27.7,-0.16779163679093573,0.4899437230709772,0.06058054908484646,1.0268546542426997,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2017,8,2017-08-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.027506186863564444,-5.7985,106.5072,26.8,30.05,23.39,79.07,1.12,NASA_POWER,3.9,5.47,81.21,26.94,27.1,-0.4845445864042855,-0.0887855452394386,-0.08177058717769384,0.9143512281565287,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2017,9,2017-09-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.01789119234046006,-5.7985,106.5072,27.3,31.37,23.88,78.76,3.11,NASA_POWER,1.12,3.9,79.07,26.8,26.94,-1.0454192360381152,-0.6005544023403846,-0.20632783140741698,0.7728152827898734,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2017,10,2017-10-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.021826443263418396,-5.7985,106.5072,27.71,31.49,24.95,81.3,6.18,NASA_POWER,3.11,1.12,78.76,27.3,26.8,-0.6439298285664169,-0.6746891433222945,0.23851946941302102,0.847867584853459,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2017,11,2017-11-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.023286948760598808,-5.7985,106.5072,27.61,31.23,24.96,82.15,10.52,NASA_POWER,6.18,3.11,81.3,27.71,27.3,-0.024546672316108745,-0.06726255592210828,0.6032942560857804,1.019756456364662,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2017,12,2017-12-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.028236439612154652,-5.7985,106.5072,26.97,30.43,24.64,84.15,9.32,NASA_POWER,10.52,6.18,82.15,27.61,27.71,0.8510633922201576,0.13601012096378345,0.5143247959216914,1.1669767607254866,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2018,1,2018-01-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.10434500385411173,-5.7985,106.5072,26.89,29.84,24.91,84.24,6.66,NASA_POWER,9.32,10.52,84.15,26.97,27.61,0.608959226910591,0.6142987724599945,-0.0550797491284697,1.1500197738261644,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2018,2,2018-02-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.13298713943770538,-5.7985,106.5072,26.61,29.2,24.6,85.65,17.62,NASA_POWER,6.66,9.32,84.24,26.89,26.97,0.07229499380771803,0.6358217617773214,-0.12625531725973826,1.068113659385903,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2018,3,2018-03-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.19465292709643392,-5.7985,106.5072,27.23,30.51,24.89,82.61,10.94,NASA_POWER,17.62,6.66,85.65,26.61,26.89,2.2835130369684276,0.9730152610821529,-0.37536980571918455,1.4210599913675201,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2018,4,2018-04-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.16191326220130633,-5.7985,106.5072,27.7,30.7,25.31,82.66,9.03,NASA_POWER,10.94,17.62,82.61,27.23,26.61,0.9357998500785059,0.2460165108079105,0.17624084729815945,1.1737836709574752,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2018,5,2018-05-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.14970181346099234,-5.7985,106.5072,27.73,30.8,24.94,82.7,2.61,NASA_POWER,9.03,10.94,82.66,27.7,27.23,0.5504507202941121,0.25797372709531513,0.5943973100693701,1.138084846257117,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2018,6,2018-06-01,real_jakarta,4,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.08896912653657349,-5.7985,106.5072,27.34,30.58,24.11,81.58,3.21,NASA_POWER,2.61,9.03,82.7,27.73,27.7,-0.7448065641120697,0.2675395001252408,0.6210881481185975,0.9460873728016436,30000,0.002857142857142857,not_synthetic_real_observed,13.333333333333334
KABUPATEN KEPULAUAN SERIBU,2018,7,2018-07-01,real_jakarta,1,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.048683516572680434,-5.7985,106.5072,26.66,30.1,22.54,76.07,0.18,NASA_POWER,3.21,2.61,81.58,27.34,27.73,-0.6237544814572864,-0.0003021447126384607,0.27410725347865533,0.9201119759840759,30000,0.002857142857142857,not_synthetic_real_observed,3.3333333333333335
KABUPATEN KEPULAUAN SERIBU,2018,8,2018-08-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.027506186863564444,-5.7985,106.5072,26.73,30.57,22.78,75.8,0.9,NASA_POWER,0.18,3.21,76.07,26.66,27.34,-1.2350674988639423,-1.3179873795847012,-0.33088507563714015,0.6663968834300815,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2018,9,2018-09-01,real_jakarta,1,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.01789119234046006,-5.7985,106.5072,27.33,31.44,23.45,75.02,2.46,NASA_POWER,0.9,0.18,75.8,26.73,26.66,-1.0898049996782022,-1.3825563475366887,-0.2686064535222786,0.684843292618487,30000,0.002857142857142857,not_synthetic_real_observed,3.3333333333333335
KABUPATEN KEPULAUAN SERIBU,2018,10,2018-10-01,real_jakarta,1,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.021826443263418396,-5.7985,106.5072,28.2,32.58,25.2,75.84,3.62,NASA_POWER,2.46,0.9,75.02,27.33,26.73,-0.7750695847757656,-1.5690889216202113,0.26521030746224517,0.7400911854947263,30000,0.002857142857142857,not_synthetic_real_observed,3.3333333333333335
KABUPATEN KEPULAUAN SERIBU,2018,11,2018-11-01,real_jakarta,1,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.023286948760598808,-5.7985,106.5072,27.82,32.6,25.26,80.05,7.26,NASA_POWER,3.62,2.46,75.84,28.2,27.33,-0.5410355583098511,-1.372990574506763,1.0392446108898081,0.8335078393473365,30000,0.002857142857142857,not_synthetic_real_observed,3.3333333333333335
KABUPATEN KEPULAUAN SERIBU,2018,12,2018-12-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.028236439612154652,-5.7985,106.5072,27.38,31.44,24.78,81.65,6.5,NASA_POWER,7.26,3.62,80.05,27.82,28.2,0.19334707646250132,-0.3661929631072402,0.7011606622662762,1.0274407982719649,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2019,1,2019-01-01,real_jakarta,1,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.10434500385411173,-5.7985,106.5072,27.23,30.51,24.95,83.93,12.85,NASA_POWER,6.5,7.26,81.65,27.38,27.82,0.04001443843310911,0.016437958089730694,0.3096950375442896,1.0231307134511538,30000,0.002857142857142857,not_synthetic_real_observed,3.3333333333333335
KABUPATEN KEPULAUAN SERIBU,2019,2,2019-02-01,real_jakarta,1,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.13298713943770538,-5.7985,106.5072,27.48,30.43,25.21,82.62,8.25,NASA_POWER,12.85,6.5,83.93,27.23,27.38,1.3211489798628997,0.5616870207954116,0.17624084729815945,1.2631530914238842,30000,0.002857142857142857,not_synthetic_real_observed,3.3333333333333335
KABUPATEN KEPULAUAN SERIBU,2019,3,2019-03-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.19465292709643392,-5.7985,106.5072,27.38,30.66,24.85,82.73,9.81,NASA_POWER,8.25,12.85,82.62,27.48,27.23,0.39308301284289393,0.2484079540653928,0.3986644977083785,1.1037364722183922,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2019,4,2019-04-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.16191326220130633,-5.7985,106.5072,28.08,31.25,25.47,82.81,7.82,NASA_POWER,9.81,8.25,82.73,27.38,27.48,0.7078184277453308,0.2747138298976843,0.3096950375442896,1.1491288990287825,30000,0.002857142857142857,not_synthetic_real_observed,0.0
KABUPATEN KEPULAUAN SERIBU,2019,5,2019-05-01,real_jakarta,0,0,True,kabupaten,DKI JAKARTA,1.0,30000,0.14970181346099234,-5.7985,106.5072,28.08,30.9,25.54,81.44,4.96,NASA_POWER,7.82,9.81,82.81,28.08,27.38,0.30632902027363257,0.2938453759575323,0.9324812586929022,1.1219579535714432,30000,0.002857142857142857,not_synthetic_real_observed,0.0
